Date,Name,Momentum
2021-04-28,AMZN,125.5
2018-01-26,AMZN,125.36999999999989
2018-04-30,AMZN,124.63000000000011
2021-10-22,TSLA,124.18999999999994
2020-05-15,AMZN,123.74000000000024
2018-01-25,AMZN,123.62000000000012
2020-08-27,TSLA,123.55000000000001
2018-07-16,AMZN,122.69000000000005
2021-08-30,AMZN,122.58000000000038
2018-04-20,AMZN,122.25999999999999
2021-12-28,TSLA,122.06000000000006
2020-07-16,AMZN,121.20000000000027
2019-01-18,AMZN,120.80999999999995
2020-12-30,AMZN,120.73000000000002
2020-02-19,AMZN,120.54999999999973
2021-01-15,TSLA,120.49000000000001
2020-01-07,AMZN,120.3599999999999
2019-12-26,AMZN,120.04999999999995
2020-08-26,TSLA,119.68200000000002
2020-08-21,TSLA,119.45400000000001
2020-08-24,TSLA,119.12599999999998
2018-01-12,AMZN,119.10000000000014
2020-10-15,AMZN,117.38999999999987
2018-04-18,AMZN,117.26999999999998
2020-08-21,AMZN,117.25999999999976
2020-10-20,AMZN,117.05000000000018
2018-08-13,AMZN,116.98000000000002
2021-06-11,AMZN,116.7199999999998
2022-03-21,TSLA,116.57999999999993
2016-05-12,AMZN,115.92999999999995
2018-08-30,AMZN,115.86000000000013
2018-01-23,AMZN,115.67000000000007
2018-08-29,AMZN,115.48000000000002
2021-01-20,TSLA,115.34000000000003
2022-03-31,AMZN,115.16999999999962
2020-03-27,AMZN,115.09999999999991
2021-01-19,TSLA,114.77999999999997
2018-06-06,AMZN,114.34999999999991
2018-07-19,AMZN,113.24000000000001
2020-02-20,AMZN,113.23000000000002
2021-05-26,AMZN,113.2199999999998
2021-04-06,AMZN,112.95000000000027
2020-08-28,TSLA,112.53800000000001
2018-01-29,AMZN,112.48000000000002
2018-12-07,AMZN,112.40000000000009
2022-02-14,AMZN,111.87000000000035
2020-01-09,AMZN,111.83999999999992
2018-04-17,AMZN,111.77999999999997
2018-04-23,AMZN,111.77999999999997
2021-01-27,AMZN,111.75
2020-07-10,TSLA,111.73400000000001
2018-07-13,AMZN,111.57999999999993
2018-09-05,AMZN,111.39999999999986
2021-01-25,AMZN,111.30000000000018
2018-06-05,AMZN,110.88999999999987
2021-04-20,AMZN,110.86999999999989
2019-03-26,AMZN,110.66000000000008
2020-01-06,AMZN,110.60000000000014
2020-05-18,AMZN,110.27000000000044
2019-12-27,AMZN,109.47000000000003
2020-08-13,AMZN,109.13999999999987
2018-07-25,AMZN,108.6099999999999
2021-10-27,AMZN,108.20999999999958
2020-06-29,AMZN,107.70000000000027
2017-11-02,AMZN,107.61000000000001
2021-09-13,AMZN,107.53999999999996
2020-07-13,TSLA,107.46399999999997
2020-01-02,AMZN,107.34999999999991
2019-06-21,AMZN,107.26999999999998
2021-03-22,TSLA,107.0
2020-11-06,AMZN,106.9699999999998
2020-12-03,TSLA,106.74000000000001
2019-07-12,AMZN,106.72000000000003
2017-11-01,AMZN,106.68000000000006
2016-05-11,AMZN,106.65999999999997
2019-04-26,AMZN,106.56000000000017
2022-02-15,AMZN,106.34000000000015
2021-01-06,TSLA,106.12
2018-01-17,AMZN,105.99000000000001
2018-04-19,AMZN,105.16000000000008
2020-08-05,AMZN,105.12000000000035
2018-01-24,AMZN,104.80999999999995
2017-10-30,AMZN,104.50999999999988
2019-03-25,AMZN,103.6400000000001
2021-11-29,TSLA,103.56999999999994
2019-07-11,AMZN,103.24000000000001
2018-07-20,AMZN,103.06999999999994
2020-06-12,AMZN,102.65000000000009
2020-08-20,TSLA,102.44999999999999
2020-03-23,AMZN,102.22000000000003
2020-06-15,AMZN,101.63999999999987
2020-07-14,TSLA,101.49000000000001
2019-05-03,AMZN,100.76999999999998
2018-11-13,AMZN,100.75
2020-11-23,TSLA,100.59000000000003
2021-10-21,TSLA,100.38999999999999
2020-12-04,TSLA,99.76999999999998
2021-06-24,AMZN,99.42999999999984
2020-01-08,AMZN,98.97000000000003
2021-11-24,AMZN,98.35999999999967
2018-01-22,AMZN,98.16999999999985
2017-10-27,AMZN,98.00999999999999
2018-11-12,AMZN,97.9699999999998
2018-02-28,AMZN,97.94000000000005
2020-09-01,TSLA,97.632
2018-02-01,AMZN,96.68000000000006
2021-04-14,TSLA,96.61000000000001
2018-10-01,AMZN,96.32999999999993
2017-10-31,AMZN,96.14999999999998
2020-12-18,TSLA,95.96000000000004
2019-04-29,AMZN,95.37000000000012
2022-03-09,TSLA,94.93000000000006
2020-04-06,AMZN,94.75999999999999
2019-06-14,AMZN,94.60000000000014
2018-01-11,AMZN,94.42000000000007
2021-12-30,TSLA,94.34999999999991
2018-06-14,AMZN,94.24000000000001
2020-09-22,TSLA,94.02000000000004
2020-07-15,TSLA,93.24000000000001
2020-08-10,AMZN,92.94999999999982
2020-11-13,AMZN,92.65999999999985
2021-04-29,AMZN,92.2199999999998
2015-11-05,AMZN,91.74000000000001
2018-11-07,AMZN,91.28999999999996
2018-05-10,AMZN,91.11999999999989
2020-01-03,AMZN,90.94000000000005
2018-06-04,AMZN,90.90000000000009
2018-08-09,AMZN,90.51999999999998
2021-11-10,AMZN,89.5600000000004
2018-01-18,AMZN,89.11999999999989
2020-12-01,AMZN,89.01999999999998
2021-01-21,TSLA,89.00999999999999
2018-03-15,AMZN,88.86999999999989
2021-10-18,TSLA,88.58000000000004
2019-03-04,AMZN,88.22000000000003
2019-07-16,AMZN,87.71000000000004
2018-06-07,AMZN,87.44000000000005
2020-04-09,AMZN,87.26999999999998
2020-11-17,AMZN,87.25
2019-03-28,AMZN,87.20000000000005
2020-06-08,AMZN,87.17999999999984
2020-06-24,AMZN,86.95000000000027
2020-07-09,TSLA,86.686
2016-05-10,AMZN,86.19000000000005
2018-07-24,AMZN,86.17000000000007
2019-12-30,AMZN,85.95000000000005
2015-07-24,AMZN,85.90999999999997
2018-06-12,AMZN,85.88000000000011
2021-11-23,TSLA,85.52999999999997
2018-08-15,AMZN,85.44999999999982
2015-11-04,AMZN,85.18000000000006
2020-11-27,AMZN,85.05999999999995
2018-01-19,AMZN,84.99000000000001
2021-06-10,AMZN,84.49000000000024
2018-01-09,AMZN,84.34000000000015
2021-10-19,TSLA,83.67999999999995
2021-11-22,AMZN,83.59000000000015
2021-04-12,TSLA,83.26999999999998
2021-10-20,TSLA,83.04999999999995
2020-11-24,AMZN,83.03999999999996
2020-12-31,TSLA,82.89999999999998
2021-04-21,AMZN,82.63000000000011
2018-05-07,AMZN,82.2800000000002
2018-12-12,AMZN,82.11999999999989
2019-09-09,AMZN,81.73000000000002
2019-04-30,AMZN,81.65000000000009
2019-04-10,AMZN,81.62999999999988
2021-06-29,TSLA,81.39999999999998
2020-12-03,AMZN,81.26999999999998
2020-12-23,AMZN,81.07000000000016
2018-06-08,AMZN,80.92000000000007
2020-08-11,AMZN,80.34000000000015
2019-01-04,AMZN,80.31000000000017
2018-02-06,AMZN,80.29999999999995
2020-08-18,TSLA,80.01800000000003
2018-06-13,AMZN,79.9699999999998
2018-07-10,AMZN,79.91999999999985
2019-09-12,AMZN,79.29999999999995
2020-05-21,AMZN,79.12999999999965
2020-07-07,TSLA,79.10799999999998
2018-06-11,AMZN,78.9699999999998
2020-12-08,AMZN,78.90000000000009
2018-03-09,AMZN,78.8900000000001
2021-01-29,AMZN,78.73000000000002
2020-08-19,TSLA,78.702
2019-12-31,AMZN,78.62999999999988
2018-03-14,AMZN,78.54999999999995
2018-05-01,AMZN,78.43000000000006
2018-02-20,AMZN,78.34999999999991
2021-04-16,TSLA,78.02999999999997
2020-04-01,AMZN,77.70000000000005
2018-01-10,AMZN,77.56999999999994
2021-12-27,TSLA,76.91000000000008
2018-03-12,AMZN,76.44000000000005
2020-07-16,TSLA,76.202
2018-03-13,AMZN,76.20000000000005
2015-07-27,AMZN,75.83999999999997
2019-04-08,AMZN,75.59999999999991
2022-02-10,TSLA,75.44999999999993
2018-03-05,AMZN,74.91999999999985
2019-03-27,AMZN,74.8900000000001
2021-06-30,TSLA,74.83000000000004
2021-03-23,AMZN,74.65000000000009
2018-11-29,AMZN,74.55999999999995
2021-03-19,AMZN,74.5
2018-06-15,AMZN,74.43000000000006
2019-07-09,AMZN,74.39999999999986
2020-07-06,TSLA,74.13599999999997
2015-02-03,AMZN,74.11000000000001
2021-10-25,AMZN,74.06999999999971
2019-04-23,AMZN,73.91000000000008
2021-01-04,TSLA,73.87
2015-02-02,AMZN,73.73000000000002
2021-04-21,TSLA,73.14999999999998
2020-07-08,TSLA,72.82
2019-04-05,AMZN,72.50999999999999
2020-08-20,AMZN,72.36999999999989
2015-10-28,AMZN,72.26999999999998
2020-12-14,TSLA,72.23000000000002
2018-01-08,AMZN,72.1099999999999
2019-04-01,AMZN,72.03999999999996
2016-02-24,AMZN,71.96999999999997
2021-01-26,TSLA,71.89999999999998
2018-02-15,AMZN,71.75999999999999
2021-01-28,AMZN,71.73000000000002
2020-07-17,AMZN,71.66999999999962
2020-09-02,TSLA,71.66399999999999
2021-02-12,AMZN,71.51000000000022
2020-04-07,AMZN,71.5
2018-03-16,AMZN,71.43000000000006
2015-02-11,AMZN,71.22999999999996
2020-12-24,AMZN,71.20000000000027
2020-09-28,AMZN,71.08000000000038
2021-06-28,TSLA,71.02999999999997
2021-04-15,TSLA,70.92000000000007
2017-07-18,AMZN,70.79000000000008
2018-11-30,AMZN,70.73000000000002
2019-04-11,AMZN,70.64999999999986
2020-09-03,AMZN,70.63000000000011
2020-09-30,AMZN,70.63000000000011
2020-08-17,AMZN,70.51999999999998
2017-11-27,AMZN,70.48000000000002
2020-08-17,TSLA,70.12799999999999
2021-08-31,TSLA,70.00999999999999
2021-06-24,TSLA,69.70000000000005
2018-11-09,AMZN,69.62000000000012
2018-04-16,AMZN,69.50999999999999
2018-04-26,AMZN,69.46000000000004
2019-03-19,AMZN,69.41999999999985
2018-03-06,AMZN,69.29000000000019
2018-08-10,AMZN,69.02999999999997
2021-05-27,AMZN,68.64000000000033
2018-02-22,AMZN,68.55999999999995
2019-03-29,AMZN,68.3900000000001
2021-04-30,AMZN,67.98000000000002
2020-02-04,TSLA,67.97200000000001
2020-12-02,AMZN,67.87000000000035
2015-07-29,AMZN,67.81
2021-10-15,TSLA,67.80999999999995
2016-09-28,AMZN,67.63
2015-01-30,AMZN,67.57999999999998
2015-02-04,AMZN,67.5
2022-03-18,TSLA,67.10000000000002
2018-03-08,AMZN,66.51999999999998
2015-02-10,AMZN,66.245
2019-04-24,AMZN,65.91000000000008
2020-04-30,AMZN,65.80999999999995
2020-11-18,TSLA,65.65999999999997
2019-11-27,AMZN,65.40000000000009
2015-02-12,AMZN,65.39000000000004
2021-08-05,TSLA,65.37
2021-08-10,TSLA,65.21000000000004
2020-04-29,AMZN,65.0300000000002
2021-06-29,AMZN,65.00999999999976
2020-03-25,AMZN,64.98000000000002
2019-03-05,AMZN,64.85000000000014
2016-02-23,AMZN,64.84000000000003
2016-02-25,AMZN,64.66999999999996
2015-11-03,AMZN,64.42999999999995
2017-11-28,AMZN,64.42999999999984
2019-10-16,AMZN,64.20000000000005
2015-10-29,AMZN,64.1099999999999
2018-07-11,AMZN,63.91000000000008
2017-04-04,AMZN,63.629999999999995
2015-02-05,AMZN,63.56999999999999
2017-07-20,AMZN,63.56000000000006
2021-08-02,TSLA,63.44999999999993
2019-05-06,AMZN,63.24000000000001
2021-12-23,TSLA,63.200000000000045
2019-10-17,AMZN,63.059999999999945
2018-07-23,AMZN,62.98000000000002
2018-10-25,AMZN,62.81000000000017
2018-02-05,AMZN,62.690000000000055
2020-12-17,TSLA,62.51999999999998
2015-04-24,AMZN,62.450000000000045
2019-04-12,AMZN,62.309999999999945
2015-10-27,AMZN,62.110000000000014
2018-03-07,AMZN,62.07999999999993
2021-06-25,TSLA,61.98000000000002
2018-12-11,AMZN,61.91000000000008
2015-02-06,AMZN,61.889999999999986
2016-10-03,AMZN,61.639999999999986
2020-12-30,TSLA,61.52999999999997
2021-07-01,TSLA,61.319999999999936
2015-07-30,AMZN,61.27999999999997
2020-06-01,AMZN,61.25999999999976
2017-04-05,AMZN,61.22000000000003
2020-11-19,TSLA,61.18000000000001
2019-09-11,AMZN,61.16000000000008
2015-02-09,AMZN,60.89999999999998
2021-08-11,TSLA,60.84000000000003
2019-10-24,AMZN,60.51999999999998
2020-04-03,AMZN,60.5
2015-07-28,AMZN,60.45999999999998
2015-11-06,AMZN,60.34000000000003
2019-10-22,AMZN,60.22000000000003
2017-04-10,AMZN,60.219999999999914
2021-06-28,AMZN,60.01999999999998
2021-02-05,AMZN,59.92000000000007
2020-04-17,TSLA,59.883999999999986
2017-01-17,AMZN,59.85000000000002
2018-06-01,AMZN,59.77999999999997
2020-11-20,TSLA,59.660000000000025
2018-09-11,AMZN,59.47000000000003
2016-09-29,AMZN,59.3599999999999
2018-02-07,AMZN,59.26999999999998
2015-10-23,AMZN,59.23000000000002
2021-05-27,TSLA,59.15999999999997
2018-08-17,AMZN,58.930000000000064
2021-09-02,TSLA,58.91999999999996
2016-09-30,AMZN,58.789999999999964
2020-12-07,AMZN,58.59999999999991
2015-07-22,AMZN,58.56999999999999
2018-06-18,AMZN,58.51999999999998
2020-07-17,TSLA,58.43600000000001
2015-10-26,AMZN,58.41999999999996
2016-03-01,AMZN,57.93999999999994
2021-06-23,TSLA,57.79000000000008
2019-07-17,AMZN,57.72000000000003
2016-02-22,AMZN,57.370000000000005
2020-05-22,AMZN,57.26999999999998
2018-09-12,AMZN,57.180000000000064
2021-03-19,TSLA,56.91999999999996
2017-11-24,AMZN,56.86999999999989
2016-07-12,AMZN,56.85000000000002
2017-12-18,AMZN,56.62999999999988
2021-03-11,AMZN,56.43000000000029
2013-10-29,AMZN,56.30000000000001
2020-11-04,AMZN,56.2199999999998
2015-04-27,AMZN,56.19999999999999
2015-11-11,AMZN,56.14999999999998
2021-08-09,TSLA,56.139999999999986
2022-01-06,TSLA,55.83000000000004
2021-08-06,TSLA,55.72000000000003
2021-08-27,AMZN,55.66000000000031
2021-08-04,TSLA,55.629999999999995
2021-07-02,TSLA,55.59000000000003
2017-07-19,AMZN,55.469999999999914
2020-08-19,AMZN,55.44999999999982
2015-11-02,AMZN,55.200000000000045
2015-10-30,AMZN,55.139999999999986
2016-09-27,AMZN,55.10000000000002
2019-04-25,AMZN,54.92000000000007
2016-07-11,AMZN,54.819999999999936
2021-06-25,AMZN,54.63000000000011
2016-10-05,AMZN,54.620000000000005
2021-05-24,AMZN,54.5
2018-06-20,AMZN,54.32999999999993
2020-07-20,TSLA,54.28400000000005
2015-09-08,AMZN,54.16999999999996
2021-02-10,AMZN,54.0
2019-06-13,AMZN,53.98000000000002
2020-12-16,TSLA,53.94999999999993
2020-02-03,TSLA,53.900000000000006
2017-01-18,AMZN,53.81000000000006
2016-10-04,AMZN,53.809999999999945
2020-12-28,TSLA,53.700000000000045
2016-05-09,AMZN,53.549999999999955
2016-01-28,AMZN,53.54000000000008
2021-04-08,TSLA,53.52999999999997
2020-05-29,AMZN,53.51999999999998
2018-05-04,AMZN,53.460000000000036
2016-05-06,AMZN,53.450000000000045
2020-05-27,AMZN,53.440000000000055
2018-09-06,AMZN,53.409999999999854
2021-09-03,TSLA,53.31000000000006
2020-04-20,TSLA,53.269999999999996
2019-06-24,AMZN,53.26999999999998
2013-10-31,AMZN,53.25999999999999
2015-07-31,AMZN,53.139999999999986
2020-12-10,TSLA,53.07000000000005
2019-10-21,AMZN,53.0
2019-09-13,AMZN,52.93999999999983
2015-10-13,AMZN,52.829999999999984
2020-04-16,TSLA,52.730000000000004
2013-10-25,AMZN,52.500999999999976
2016-03-03,AMZN,52.49000000000001
2021-04-23,TSLA,52.379999999999995
2018-08-16,AMZN,52.190000000000055
2019-04-02,AMZN,52.13000000000011
2019-04-09,AMZN,52.07999999999993
2015-07-20,AMZN,52.06
2017-10-17,AMZN,52.02999999999997
2017-01-13,AMZN,51.99000000000001
2020-07-30,AMZN,51.98000000000002
2017-01-19,AMZN,51.860000000000014
2019-12-19,AMZN,51.799999999999955
2019-09-10,AMZN,51.680000000000064
2018-01-05,AMZN,51.52000000000021
2017-06-05,AMZN,51.5
2016-02-26,AMZN,51.410000000000025
2021-10-04,TSLA,51.360000000000014
2015-07-21,AMZN,51.27999999999997
2017-10-09,AMZN,51.200000000000045
2017-06-01,AMZN,51.190000000000055
2019-08-19,AMZN,50.98999999999978
2017-04-06,AMZN,50.89999999999998
2013-10-30,AMZN,50.589999999999975
2015-09-09,AMZN,50.51999999999998
2021-03-18,AMZN,50.41999999999962
2016-05-13,AMZN,50.32999999999993
2017-11-30,AMZN,50.059999999999945
2019-04-22,AMZN,50.02999999999997
2019-12-24,AMZN,50.0
2019-03-13,AMZN,49.72000000000003
2015-09-21,AMZN,49.389999999999986
2020-12-17,AMZN,49.34999999999991
2017-04-07,AMZN,49.26999999999998
2021-08-03,TSLA,49.24000000000001
2018-09-07,AMZN,49.169999999999845
2021-02-03,AMZN,49.15000000000009
2020-12-09,TSLA,49.10000000000002
2019-03-01,AMZN,49.07999999999993
2019-04-16,AMZN,49.059999999999945
2018-03-20,AMZN,48.86999999999989
2017-02-21,AMZN,48.80000000000007
2018-05-30,AMZN,48.77000000000021
2015-08-05,AMZN,48.74000000000001
2015-11-10,AMZN,48.66999999999996
2021-03-17,TSLA,48.6099999999999
2017-10-10,AMZN,48.60000000000002
2016-05-02,AMZN,48.5
2020-12-15,TSLA,48.49000000000001
2019-05-01,AMZN,48.48000000000002
2021-09-27,TSLA,48.360000000000014
2020-03-24,AMZN,48.27999999999997
2017-06-02,AMZN,48.24000000000001
2020-12-21,AMZN,48.179999999999836
2021-11-24,TSLA,48.049999999999955
2015-07-23,AMZN,47.79000000000002
2020-11-25,AMZN,47.68000000000029
2013-10-28,AMZN,47.460000000000036
2015-05-01,AMZN,47.31
2015-08-06,AMZN,47.28000000000003
2017-10-16,AMZN,47.14999999999998
2021-06-01,TSLA,47.069999999999936
2021-10-22,AMZN,46.93000000000029
2015-08-03,AMZN,46.92999999999995
2017-07-21,AMZN,46.91000000000008
2015-11-09,AMZN,46.879999999999995
2019-03-06,AMZN,46.850000000000136
2021-09-07,TSLA,46.620000000000005
2021-11-16,QCOM,46.58000000000001
2018-11-28,AMZN,46.57999999999993
2012-04-30,AMZN,46.400000000000006
2019-03-14,AMZN,46.3900000000001
