Date,Name,Price 
2021-05-27,MSFT,249.31
2012-12-14,AMZN,249.19
2020-08-05,"Facebook, Inc",249.12
2021-04-05,MSFT,249.07
2020-09-23,"Facebook, Inc",249.02
2012-12-26,AMZN,248.6314
2012-12-27,AMZN,248.31
2012-08-31,AMZN,248.27
2013-05-01,AMZN,248.23
2020-09-21,"Facebook, Inc",248.15
2021-05-14,MSFT,248.15
2012-09-04,AMZN,247.88
2021-04-06,MSFT,247.86
2021-05-04,MSFT,247.79
2012-12-10,AMZN,247.77
2012-10-17,AMZN,247.49
2021-06-01,MSFT,247.4
2021-06-02,MSFT,247.3
2021-05-10,MSFT,247.18
2012-08-29,AMZN,247.12
2012-11-28,AMZN,247.11
2021-05-20,MSFT,246.48
2021-05-05,MSFT,246.47
2021-05-11,MSFT,246.23
2012-08-30,AMZN,246.22
2012-09-05,AMZN,246.22
2012-08-28,AMZN,246.11
2012-08-24,AMZN,245.74
2021-06-03,MSFT,245.71
2021-01-14,"Facebook, Inc",245.64
2020-07-20,"Facebook, Inc",245.42
2012-12-28,AMZN,245.18
2021-05-17,MSFT,245.18
2021-05-21,MSFT,245.17
2020-07-10,"Facebook, Inc",245.07
2012-10-10,AMZN,244.99
2021-02-12,MSFT,244.99
2012-10-18,AMZN,244.85
2020-07-09,"Facebook, Inc",244.5
2021-02-11,MSFT,244.49
2012-10-11,AMZN,244.22
2021-02-17,MSFT,244.2
2012-10-15,AMZN,244.18
2012-10-16,AMZN,243.94
2012-08-27,AMZN,243.92
2021-02-18,MSFT,243.79
2021-02-09,MSFT,243.77
2021-02-16,MSFT,243.7
2012-11-26,AMZN,243.62
2020-07-08,"Facebook, Inc",243.58
2012-11-27,AMZN,243.4017
2021-05-19,MSFT,243.12
2012-08-22,AMZN,243.1
2021-05-18,MSFT,243.08
2021-05-13,MSFT,243.03
2021-02-03,MSFT,243.0
2021-02-10,MSFT,242.82
2021-02-08,MSFT,242.47
2012-10-12,AMZN,242.36
2021-04-01,MSFT,242.35
2020-06-23,"Facebook, Inc",242.24
2021-02-05,MSFT,242.2
2020-07-17,"Facebook, Inc",242.03
2021-02-04,MSFT,242.01
2020-07-21,"Facebook, Inc",241.75
2020-07-02,TSLA,241.732
2012-08-16,AMZN,241.55
2012-08-23,AMZN,241.198
2012-08-17,AMZN,241.17
2021-02-19,MSFT,240.97
2020-07-16,"Facebook, Inc",240.93
2020-07-07,"Facebook, Inc",240.86
2012-08-20,AMZN,240.35
2020-07-06,"Facebook, Inc",240.28
2020-07-15,"Facebook, Inc",240.28
2012-10-19,AMZN,240.0
2012-11-23,AMZN,239.88
2020-07-22,"Facebook, Inc",239.87
2020-07-14,"Facebook, Inc",239.73
2021-02-01,MSFT,239.65
2021-02-02,MSFT,239.51
2012-08-21,AMZN,239.45
2020-06-22,"Facebook, Inc",239.22
2020-07-13,"Facebook, Inc",239.0
2021-05-12,MSFT,239.0
2021-01-28,MSFT,238.93
2020-06-19,"Facebook, Inc",238.79
2020-06-09,"Facebook, Inc",238.67
2012-10-26,AMZN,238.24
2012-11-21,AMZN,238.03
2022-02-03,"Facebook, Inc",237.76
2021-03-16,MSFT,237.71
2021-03-23,MSFT,237.58
2012-11-06,AMZN,237.56
2020-07-01,"Facebook, Inc",237.55
2012-08-15,AMZN,237.42
2012-07-27,AMZN,237.32
2021-03-11,MSFT,237.13
2022-02-04,"Facebook, Inc",237.09
2021-03-17,MSFT,237.04
2021-03-01,MSFT,236.94
2020-06-10,"Facebook, Inc",236.73
2012-08-07,AMZN,236.56
2021-03-26,MSFT,236.48
2012-07-30,AMZN,236.09
2021-03-22,MSFT,235.99
2020-06-18,"Facebook, Inc",235.94
2021-03-31,MSFT,235.77
2021-03-12,MSFT,235.75
2020-06-25,"Facebook, Inc",235.68
2020-06-16,"Facebook, Inc",235.65
2020-06-17,"Facebook, Inc",235.53
2021-03-24,MSFT,235.46
2021-03-29,MSFT,235.24
2012-08-03,AMZN,234.97
2020-05-22,"Facebook, Inc",234.91
2021-03-15,MSFT,234.81
2021-02-24,MSFT,234.55
2021-02-22,MSFT,234.51
2020-07-30,"Facebook, Inc",234.5
2012-08-08,AMZN,234.38
2012-11-05,AMZN,234.33
2012-10-23,AMZN,234.31
2012-08-09,AMZN,234.06
2020-06-24,"Facebook, Inc",234.02
2012-08-06,AMZN,233.99
2021-03-02,MSFT,233.87
2012-10-22,AMZN,233.78
2012-11-20,AMZN,233.78
2021-03-09,MSFT,233.78
2020-07-27,"Facebook, Inc",233.5
2020-07-02,"Facebook, Inc",233.42
2012-07-31,AMZN,233.3
2020-07-29,"Facebook, Inc",233.29
2021-02-23,MSFT,233.27
2012-08-14,AMZN,233.19
2021-01-27,MSFT,232.9
2012-10-31,AMZN,232.8931
2012-08-10,AMZN,232.75
2020-06-02,"Facebook, Inc",232.72
2020-07-23,"Facebook, Inc",232.6
2020-06-15,"Facebook, Inc",232.5
2012-08-13,AMZN,232.44
2012-11-02,AMZN,232.4224
2021-03-10,MSFT,232.42
2021-02-26,MSFT,232.38
2021-03-25,MSFT,232.34
2021-01-26,MSFT,232.33
2020-05-26,"Facebook, Inc",232.2
2012-11-01,AMZN,232.14
2012-08-01,AMZN,232.09
2012-11-07,AMZN,232.0608
2022-02-09,"Facebook, Inc",232.0
2021-01-29,MSFT,231.96
2020-06-01,"Facebook, Inc",231.91
2012-04-30,AMZN,231.9
2021-03-30,MSFT,231.85
2020-09-02,MSFT,231.65
2021-03-05,MSFT,231.6
2020-06-08,"Facebook, Inc",231.4
2020-05-21,"Facebook, Inc",231.39
2012-08-02,AMZN,230.81
2020-06-05,"Facebook, Inc",230.77
2021-03-18,MSFT,230.72
2020-07-24,"Facebook, Inc",230.71
2021-03-19,MSFT,230.35
2012-05-02,AMZN,230.25
2020-06-03,"Facebook, Inc",230.16
2020-07-28,"Facebook, Inc",230.12
2012-05-01,AMZN,230.04
2020-05-20,"Facebook, Inc",229.97
2022-03-29,"Facebook, Inc",229.86
2012-11-19,AMZN,229.71
2012-07-03,AMZN,229.53
2021-01-25,MSFT,229.53
2012-05-03,AMZN,229.45
2012-07-02,AMZN,229.32
2020-05-27,"Facebook, Inc",229.14
2021-02-25,MSFT,228.99
2020-08-28,MSFT,228.91
2020-06-12,"Facebook, Inc",228.58
2012-10-24,AMZN,228.49
2012-06-29,AMZN,228.35
2012-07-20,AMZN,228.29
2022-02-10,"Facebook, Inc",228.07
2022-03-30,"Facebook, Inc",227.85
2012-05-11,AMZN,227.68
2021-03-03,MSFT,227.56
2021-03-08,MSFT,227.39
2012-11-08,AMZN,227.35
2020-09-01,MSFT,227.27
2020-06-30,"Facebook, Inc",227.07
2012-07-05,AMZN,227.06
2012-04-27,AMZN,226.85
2021-03-04,MSFT,226.73
2012-05-10,AMZN,226.69
2012-11-13,AMZN,226.6
2020-08-27,MSFT,226.58
2012-11-12,AMZN,226.47
2012-11-09,AMZN,226.31
2020-06-04,"Facebook, Inc",226.29
2012-07-19,AMZN,226.17
2012-07-23,AMZN,226.01
2021-01-22,MSFT,225.95
2012-06-27,AMZN,225.62
2012-06-26,AMZN,225.61
2020-08-31,MSFT,225.53
2020-05-28,"Facebook, Inc",225.46
2012-11-16,AMZN,225.23
2012-05-07,AMZN,225.16
2020-05-29,"Facebook, Inc",225.09
2012-07-06,AMZN,225.05
2012-07-09,AMZN,225.05
2021-01-21,MSFT,224.97
2020-12-28,MSFT,224.96
2022-02-07,"Facebook, Inc",224.91
2020-06-11,"Facebook, Inc",224.43
2012-05-15,AMZN,224.39
2021-01-20,MSFT,224.34
2020-12-29,MSFT,224.15
2012-05-16,AMZN,224.06
2012-06-19,AMZN,224.03
2012-05-04,AMZN,223.99
2020-12-22,MSFT,223.94
2020-07-01,TSLA,223.926
2012-05-08,AMZN,223.9
2020-11-06,MSFT,223.72
2022-03-28,"Facebook, Inc",223.59
2020-11-05,MSFT,223.29
2020-01-29,"Facebook, Inc",223.23
2012-07-24,AMZN,223.04
2012-06-20,AMZN,223.02
2012-05-09,AMZN,222.98
2012-11-14,AMZN,222.95
2012-05-14,AMZN,222.93
2012-10-25,AMZN,222.92
2020-10-13,MSFT,222.86
2020-12-24,MSFT,222.75
2012-06-18,AMZN,222.66
2020-12-21,MSFT,222.59
2020-12-31,MSFT,222.42
2022-03-31,"Facebook, Inc",222.36
2012-06-22,AMZN,222.16
2020-01-17,"Facebook, Inc",222.14
2020-01-13,"Facebook, Inc",221.91
2022-03-25,"Facebook, Inc",221.82
2020-01-16,"Facebook, Inc",221.77
2020-12-30,MSFT,221.68
2020-01-21,"Facebook, Inc",221.44
2020-10-12,MSFT,221.4
2020-01-22,"Facebook, Inc",221.32
2012-06-28,AMZN,221.31
2020-01-15,"Facebook, Inc",221.15
2020-08-26,MSFT,221.15
2020-12-23,MSFT,221.02
2022-02-15,"Facebook, Inc",221.0
2020-10-14,MSFT,220.86
2020-06-29,"Facebook, Inc",220.64
2012-11-15,AMZN,220.599
2012-06-21,AMZN,220.575
2022-02-08,"Facebook, Inc",220.18
2012-06-25,AMZN,220.07
2012-07-26,AMZN,220.01
2020-01-23,"Facebook, Inc",219.76
2020-10-15,MSFT,219.66
2020-10-16,MSFT,219.66
2021-01-08,MSFT,219.62
2022-03-24,"Facebook, Inc",219.57
2022-02-11,"Facebook, Inc",219.55
2012-07-10,AMZN,219.5
2020-12-17,MSFT,219.42
2020-12-16,MSFT,219.28
2020-01-14,"Facebook, Inc",219.06
2012-06-07,AMZN,218.8
2020-12-18,MSFT,218.59
2012-06-08,AMZN,218.48
2012-07-13,AMZN,218.39
2020-11-09,MSFT,218.39
2012-07-11,AMZN,218.37
2012-05-17,AMZN,218.36
2012-06-15,AMZN,218.35
2020-01-09,"Facebook, Inc",218.3
2021-01-07,MSFT,218.29
2012-05-21,AMZN,218.11
2020-01-10,"Facebook, Inc",218.06
2020-01-24,"Facebook, Inc",217.94
2021-01-05,MSFT,217.9
2020-02-18,"Facebook, Inc",217.8
2020-01-28,"Facebook, Inc",217.79
2022-02-14,"Facebook, Inc",217.7
2021-01-04,MSFT,217.69
2012-06-06,AMZN,217.64
2018-07-25,"Facebook, Inc",217.5
2020-02-19,"Facebook, Inc",217.49
2021-01-11,MSFT,217.49
2012-07-18,AMZN,217.47
2020-09-03,MSFT,217.3
2012-05-23,AMZN,217.28
2020-11-16,MSFT,217.23
2012-07-25,AMZN,217.05
2012-07-17,AMZN,216.93
2020-05-19,"Facebook, Inc",216.88
2022-03-22,"Facebook, Inc",216.65
2020-11-11,MSFT,216.55
2020-08-03,MSFT,216.54
2022-02-16,"Facebook, Inc",216.54
2020-11-13,MSFT,216.51
2012-06-11,AMZN,216.5
2022-03-18,"Facebook, Inc",216.49
2020-08-25,MSFT,216.47
2021-01-19,MSFT,216.44
2012-06-12,AMZN,216.42
2020-11-04,MSFT,216.39
2020-08-06,MSFT,216.35
2021-01-13,MSFT,216.34
2020-10-23,MSFT,216.23
2020-12-01,MSFT,216.21
2020-06-26,"Facebook, Inc",216.08
2012-07-16,AMZN,216.01
2020-12-08,MSFT,216.01
2020-06-30,TSLA,215.962
2020-10-09,MSFT,215.81
2020-11-12,MSFT,215.44
2020-12-02,MSFT,215.37
2012-07-12,AMZN,215.36
2012-05-22,AMZN,215.33
2012-05-24,AMZN,215.24
2020-11-27,MSFT,215.23
2020-01-08,"Facebook, Inc",215.22
2021-01-12,MSFT,214.93
2020-10-22,MSFT,214.89
2020-01-27,"Facebook, Inc",214.87
2020-10-21,MSFT,214.8
2012-05-29,AMZN,214.75
2012-06-13,AMZN,214.73
2018-07-24,"Facebook, Inc",214.67
2020-10-20,MSFT,214.65
2020-02-20,"Facebook, Inc",214.58
2020-08-20,MSFT,214.58
2012-06-04,AMZN,214.57
2020-11-17,MSFT,214.46
2012-06-14,AMZN,214.45
2020-12-04,MSFT,214.36
2020-07-09,MSFT,214.32
2020-12-07,MSFT,214.29
2020-09-04,MSFT,214.25
2020-12-03,MSFT,214.24
2020-10-19,MSFT,214.22
2020-12-14,MSFT,214.2
2020-02-14,"Facebook, Inc",214.18
2020-12-15,MSFT,214.13
2020-11-30,MSFT,214.07
2020-11-25,MSFT,213.87
2020-11-24,MSFT,213.86
2012-05-18,AMZN,213.85
2020-08-24,MSFT,213.69
2020-07-10,MSFT,213.67
2022-03-23,"Facebook, Inc",213.46
2020-08-04,MSFT,213.29
2020-12-11,MSFT,213.26
2020-10-27,MSFT,213.25
2012-06-05,AMZN,213.21
2020-05-18,"Facebook, Inc",213.19
2020-05-11,"Facebook, Inc",213.18
2020-02-13,"Facebook, Inc",213.14
2020-01-07,"Facebook, Inc",213.06
2020-02-10,"Facebook, Inc",213.06
2020-08-21,MSFT,213.02
2021-01-14,MSFT,213.02
2020-08-05,MSFT,212.94
2012-05-31,AMZN,212.91
2012-05-25,AMZN,212.89
2020-07-08,MSFT,212.83
2021-01-15,MSFT,212.65
2020-01-06,"Facebook, Inc",212.6
2020-08-07,MSFT,212.48
2020-10-01,MSFT,212.46
2020-11-19,MSFT,212.42
2020-05-08,"Facebook, Inc",212.35
2020-02-07,"Facebook, Inc",212.33
2021-01-06,MSFT,212.25
2020-12-09,MSFT,211.8
2020-07-22,MSFT,211.75
2020-07-20,MSFT,211.6
2020-08-18,MSFT,211.49
2022-03-21,"Facebook, Inc",211.49
2020-09-09,MSFT,211.29
2020-05-07,"Facebook, Inc",211.26
2020-11-18,MSFT,211.08
2022-02-28,"Facebook, Inc",211.03
2020-11-10,MSFT,211.01
2018-07-23,"Facebook, Inc",210.91
2020-05-15,"Facebook, Inc",210.88
2020-02-06,"Facebook, Inc",210.85
2020-02-12,"Facebook, Inc",210.76
2020-07-06,MSFT,210.7
2020-10-08,MSFT,210.58
2020-12-10,MSFT,210.52
2022-02-25,"Facebook, Inc",210.48
2020-11-20,MSFT,210.39
2020-10-05,MSFT,210.38
2020-09-30,MSFT,210.33
2020-08-17,MSFT,210.28
2020-02-21,"Facebook, Inc",210.18
2020-02-05,"Facebook, Inc",210.11
2020-11-23,MSFT,210.11
2020-05-12,"Facebook, Inc",210.1
2020-10-26,MSFT,210.08
2018-07-17,"Facebook, Inc",209.99
2018-07-20,"Facebook, Inc",209.94
2020-02-04,"Facebook, Inc",209.83
2020-10-07,MSFT,209.83
2020-01-02,"Facebook, Inc",209.78
2020-08-19,MSFT,209.7
2020-01-30,"Facebook, Inc",209.53
2020-09-28,MSFT,209.44
2018-07-18,"Facebook, Inc",209.36
2012-05-30,AMZN,209.23
2020-08-12,MSFT,209.19
2020-08-14,MSFT,208.9
2020-09-15,MSFT,208.78
2020-07-21,MSFT,208.75
2020-08-13,MSFT,208.7
2020-01-03,"Facebook, Inc",208.67
2020-05-06,"Facebook, Inc",208.47
2020-07-14,MSFT,208.35
2020-07-07,MSFT,208.25
2020-08-10,MSFT,208.25
2012-06-01,AMZN,208.22
2022-03-02,"Facebook, Inc",208.11
2019-12-27,"Facebook, Inc",208.1
2018-07-19,"Facebook, Inc",208.09
2020-07-15,MSFT,208.04
2022-03-17,"Facebook, Inc",207.84
2020-09-25,MSFT,207.82
2019-12-26,"Facebook, Inc",207.79
2022-02-17,"Facebook, Inc",207.71
2022-02-24,"Facebook, Inc",207.6
2020-09-22,MSFT,207.42
2018-07-13,"Facebook, Inc",207.32
2020-09-29,MSFT,207.26
2018-07-16,"Facebook, Inc",207.23
2020-02-11,"Facebook, Inc",207.19
2020-05-05,"Facebook, Inc",207.07
2020-07-13,MSFT,207.07
2018-07-12,"Facebook, Inc",206.92
2020-05-14,"Facebook, Inc",206.81
2020-11-03,MSFT,206.43
2019-12-20,"Facebook, Inc",206.3
2020-07-02,MSFT,206.26
2020-10-02,MSFT,206.19
2019-12-23,"Facebook, Inc",206.18
2022-02-18,"Facebook, Inc",206.16
2019-12-19,"Facebook, Inc",206.06
2020-10-06,MSFT,205.91
2020-09-14,MSFT,205.41
2020-09-10,MSFT,205.37
2020-05-04,"Facebook, Inc",205.26
2019-12-31,"Facebook, Inc",205.25
2019-12-24,"Facebook, Inc",205.12
2020-05-13,"Facebook, Inc",205.1
2020-09-16,MSFT,205.05
2020-06-10,TSLA,205.01
2020-07-31,MSFT,205.01
2019-07-12,"Facebook, Inc",204.87
2018-07-09,"Facebook, Inc",204.74
2020-10-29,MSFT,204.72
2020-04-30,"Facebook, Inc",204.71
2020-07-01,MSFT,204.7
2019-07-24,"Facebook, Inc",204.66
2019-12-30,"Facebook, Inc",204.41
2020-02-03,"Facebook, Inc",204.19
2020-07-29,MSFT,204.06
2020-09-11,MSFT,204.03
2020-07-16,MSFT,203.92
2019-07-15,"Facebook, Inc",203.91
2020-07-30,MSFT,203.9
2020-07-27,MSFT,203.85
2019-07-16,"Facebook, Inc",203.84
2022-03-16,"Facebook, Inc",203.63
2018-07-10,"Facebook, Inc",203.54
2020-06-30,MSFT,203.51
2022-03-01,"Facebook, Inc",203.49
2020-08-11,MSFT,203.38
2018-07-06,"Facebook, Inc",203.23
2020-09-24,MSFT,203.19
2022-03-03,"Facebook, Inc",202.97
2020-09-17,MSFT,202.91
2020-07-17,MSFT,202.88
2019-07-10,"Facebook, Inc",202.73
2020-10-28,MSFT,202.68
2020-09-08,MSFT,202.66
2018-07-11,"Facebook, Inc",202.54
2020-07-23,MSFT,202.54
2020-09-21,MSFT,202.54
2019-12-18,"Facebook, Inc",202.5
2020-10-30,MSFT,202.47
2019-07-23,"Facebook, Inc",202.36
2020-11-02,MSFT,202.33
2019-07-22,"Facebook, Inc",202.32
2020-05-01,"Facebook, Inc",202.27
2019-12-11,"Facebook, Inc",202.26
2022-02-22,"Facebook, Inc",202.08
2020-07-28,MSFT,202.02
2018-06-20,"Facebook, Inc",202.0
2019-11-27,"Facebook, Inc",202.0
2020-01-31,"Facebook, Inc",201.91
2020-06-23,MSFT,201.91
2020-06-29,TSLA,201.87
2019-07-17,"Facebook, Inc",201.8
2018-06-22,"Facebook, Inc",201.74
2019-11-29,"Facebook, Inc",201.64
2018-06-21,"Facebook, Inc",201.5
2019-12-09,"Facebook, Inc",201.34
2020-07-24,MSFT,201.3
2019-07-11,"Facebook, Inc",201.23
2019-12-06,"Facebook, Inc",201.05
2019-12-10,"Facebook, Inc",200.87
2020-06-18,TSLA,200.792
2019-07-18,"Facebook, Inc",200.78
2020-02-24,"Facebook, Inc",200.72
2019-07-25,"Facebook, Inc",200.71
2020-09-23,MSFT,200.59
2020-06-22,MSFT,200.57
2020-09-18,MSFT,200.39
2020-06-23,TSLA,200.356
2020-06-25,MSFT,200.34
2020-06-19,TSLA,200.18
2022-03-04,"Facebook, Inc",200.06
2019-11-25,"Facebook, Inc",199.79
2019-07-26,"Facebook, Inc",199.75
2019-12-02,"Facebook, Inc",199.7
2012-04-03,AMZN,199.66
2019-12-05,"Facebook, Inc",199.36
2019-11-19,"Facebook, Inc",199.32
2019-07-09,"Facebook, Inc",199.21
2018-06-26,"Facebook, Inc",199.0
2019-11-26,"Facebook, Inc",198.97
2020-06-22,TSLA,198.864
2019-11-22,"Facebook, Inc",198.82
2019-12-03,"Facebook, Inc",198.82
2019-12-04,"Facebook, Inc",198.71
2022-03-09,"Facebook, Inc",198.5
2018-07-05,"Facebook, Inc",198.45
2022-02-23,"Facebook, Inc",198.45
2020-06-29,MSFT,198.44
2019-12-17,"Facebook, Inc",198.39
2019-07-19,"Facebook, Inc",198.36
2020-06-17,TSLA,198.358
2018-06-18,"Facebook, Inc",198.31
2020-06-15,TSLA,198.18
2012-04-02,AMZN,198.05
2019-11-21,"Facebook, Inc",197.93
2019-12-16,"Facebook, Inc",197.92
2020-06-24,MSFT,197.84
2019-11-20,"Facebook, Inc",197.51
2018-06-19,"Facebook, Inc",197.49
2019-11-18,"Facebook, Inc",197.4
2018-07-02,"Facebook, Inc",197.36
2019-07-03,"Facebook, Inc",197.2
2020-02-26,"Facebook, Inc",197.2
2020-06-25,TSLA,197.196
2019-07-30,"Facebook, Inc",197.04
2020-06-10,MSFT,196.84
2018-06-14,"Facebook, Inc",196.81
2020-02-25,"Facebook, Inc",196.77
2019-12-12,"Facebook, Inc",196.75
2020-03-02,"Facebook, Inc",196.44
2020-06-16,TSLA,196.426
2019-07-05,"Facebook, Inc",196.4
2018-06-25,"Facebook, Inc",196.35
2020-06-26,MSFT,196.33
2020-06-18,MSFT,196.32
2018-06-28,"Facebook, Inc",196.23
2012-04-26,AMZN,195.99
2019-07-29,"Facebook, Inc",195.94
2018-06-15,"Facebook, Inc",195.85
2018-06-27,"Facebook, Inc",195.84
2019-07-08,"Facebook, Inc",195.76
2019-05-03,"Facebook, Inc",195.47
2022-03-10,"Facebook, Inc",195.21
2020-06-19,MSFT,195.15
2019-11-15,"Facebook, Inc",195.1
2019-07-02,"Facebook, Inc",195.0
2019-04-29,"Facebook, Inc",194.78
2019-11-04,"Facebook, Inc",194.72
2020-06-11,TSLA,194.568
2019-11-12,"Facebook, Inc",194.47
2012-04-25,AMZN,194.42
2012-04-05,AMZN,194.39
2018-06-29,"Facebook, Inc",194.32
2019-11-05,"Facebook, Inc",194.32
2020-06-17,MSFT,194.24
2019-07-31,"Facebook, Inc",194.23
2020-04-29,"Facebook, Inc",194.19
2019-12-13,"Facebook, Inc",194.11
2012-04-04,AMZN,193.99
2018-06-01,"Facebook, Inc",193.99
2019-05-06,"Facebook, Inc",193.88
2019-11-01,"Facebook, Inc",193.62
2020-06-16,MSFT,193.57
2019-04-30,"Facebook, Inc",193.4
2018-06-04,"Facebook, Inc",193.28
2019-04-25,"Facebook, Inc",193.26
2019-11-13,"Facebook, Inc",193.19
2019-11-14,"Facebook, Inc",193.15
2018-02-01,"Facebook, Inc",193.09
2019-05-01,"Facebook, Inc",193.03
2019-06-28,"Facebook, Inc",193.0
2019-07-01,"Facebook, Inc",193.0
2018-06-05,"Facebook, Inc",192.94
2018-07-03,"Facebook, Inc",192.73
2019-08-01,"Facebook, Inc",192.73
2019-06-24,"Facebook, Inc",192.6
2019-05-02,"Facebook, Inc",192.53
2020-02-28,"Facebook, Inc",192.47
2018-06-13,"Facebook, Inc",192.41
2018-06-12,"Facebook, Inc",192.4
2020-06-24,TSLA,192.17
2022-03-15,"Facebook, Inc",192.03
2020-06-26,TSLA,191.948
2012-04-09,AMZN,191.87
2018-05-31,"Facebook, Inc",191.78
2020-03-04,"Facebook, Inc",191.76
2019-10-31,"Facebook, Inc",191.65
2019-11-06,"Facebook, Inc",191.55
2018-06-11,"Facebook, Inc",191.54
2019-04-26,"Facebook, Inc",191.49
2018-06-06,"Facebook, Inc",191.34
2019-06-21,"Facebook, Inc",191.14
2012-04-19,AMZN,191.1
2012-04-18,AMZN,191.07
2019-09-05,"Facebook, Inc",190.9
2019-11-08,"Facebook, Inc",190.84
2012-04-12,AMZN,190.69
2019-11-07,"Facebook, Inc",190.42
2019-10-17,"Facebook, Inc",190.39
2012-04-24,AMZN,190.33
2022-03-08,"Facebook, Inc",190.29
2018-02-02,"Facebook, Inc",190.28
2019-08-08,"Facebook, Inc",190.16
2019-09-19,"Facebook, Inc",190.14
2020-04-24,"Facebook, Inc",190.07
2018-01-26,"Facebook, Inc",190.0
2020-06-08,TSLA,189.984
2012-04-20,AMZN,189.98
2019-09-20,"Facebook, Inc",189.93
2020-06-09,MSFT,189.8
2019-05-07,"Facebook, Inc",189.77
2019-10-21,"Facebook, Inc",189.76
2020-02-27,"Facebook, Inc",189.75
2019-11-11,"Facebook, Inc",189.61
2019-10-16,"Facebook, Inc",189.55
2019-05-08,"Facebook, Inc",189.54
2019-06-20,"Facebook, Inc",189.53
2019-06-27,"Facebook, Inc",189.5
2019-10-28,"Facebook, Inc",189.4
2018-01-23,"Facebook, Inc",189.35
2019-10-29,"Facebook, Inc",189.31
2021-12-15,QCOM,189.28
2018-06-08,"Facebook, Inc",189.1
2019-08-02,"Facebook, Inc",189.02
2019-06-17,"Facebook, Inc",189.01
2020-06-15,MSFT,188.94
2019-10-15,"Facebook, Inc",188.89
2019-06-25,"Facebook, Inc",188.84
2019-09-09,"Facebook, Inc",188.76
2020-02-10,MSFT,188.7
2022-01-14,QCOM,188.69
2019-05-09,"Facebook, Inc",188.65
2019-09-11,"Facebook, Inc",188.49
2019-06-18,"Facebook, Inc",188.47
2012-04-13,AMZN,188.46
2019-08-13,"Facebook, Inc",188.45
2012-04-17,AMZN,188.39
2020-06-08,MSFT,188.36
2019-05-10,"Facebook, Inc",188.34
2018-01-08,"Facebook, Inc",188.28
2019-10-30,"Facebook, Inc",188.25
2012-04-23,AMZN,188.24
2022-02-02,QCOM,188.2
2018-06-07,"Facebook, Inc",188.18
2019-09-18,"Facebook, Inc",188.14
2020-06-09,TSLA,188.134
2019-09-17,"Facebook, Inc",188.08
2012-04-11,AMZN,187.97
2019-10-25,"Facebook, Inc",187.89
2018-01-09,"Facebook, Inc",187.87
2019-08-09,"Facebook, Inc",187.85
2018-01-10,"Facebook, Inc",187.84
2018-01-11,"Facebook, Inc",187.77
2020-06-12,MSFT,187.74
2018-05-30,"Facebook, Inc",187.67
2019-06-26,"Facebook, Inc",187.66
2022-03-11,"Facebook, Inc",187.61
2020-04-27,"Facebook, Inc",187.5
2019-09-06,"Facebook, Inc",187.49
2018-01-25,"Facebook, Inc",187.48
2019-06-19,"Facebook, Inc",187.48
2019-09-12,"Facebook, Inc",187.47
2022-03-07,"Facebook, Inc",187.47
2020-02-19,MSFT,187.28
2020-02-18,MSFT,187.23
2022-01-04,QCOM,187.23
2020-06-05,MSFT,187.2
2019-09-13,"Facebook, Inc",187.19
2019-09-04,"Facebook, Inc",187.14
2018-01-30,"Facebook, Inc",187.12
2020-06-12,TSLA,187.056
2018-05-11,"Facebook, Inc",186.99
2019-05-16,"Facebook, Inc",186.99
2012-04-10,AMZN,186.98
2018-05-23,"Facebook, Inc",186.9
2018-01-31,"Facebook, Inc",186.89
2018-01-05,"Facebook, Inc",186.85
2019-09-23,"Facebook, Inc",186.82
2020-05-11,MSFT,186.74
2018-05-14,"Facebook, Inc",186.64
2022-03-14,"Facebook, Inc",186.63
2018-01-24,"Facebook, Inc",186.55
2022-01-05,QCOM,186.5
2022-01-12,QCOM,186.42
2019-10-24,"Facebook, Inc",186.38
2021-12-27,QCOM,186.33
2021-11-18,QCOM,186.32
2019-05-15,"Facebook, Inc",186.27
2020-06-11,MSFT,186.27
2019-09-16,"Facebook, Inc",186.22
2022-01-03,QCOM,186.21
2021-12-29,QCOM,186.2
2019-08-19,"Facebook, Inc",186.17
2019-09-10,"Facebook, Inc",186.17
2019-10-23,"Facebook, Inc",186.15
2018-01-29,"Facebook, Inc",185.98
2022-01-06,QCOM,185.95
2018-05-24,"Facebook, Inc",185.93
2020-03-03,"Facebook, Inc",185.89
2019-10-18,"Facebook, Inc",185.85
2018-05-29,"Facebook, Inc",185.74
2018-08-06,"Facebook, Inc",185.69
2019-08-30,"Facebook, Inc",185.67
2020-05-20,MSFT,185.66
2019-08-29,"Facebook, Inc",185.57
2018-05-10,"Facebook, Inc",185.53
2012-04-16,AMZN,185.5
2022-01-11,QCOM,185.4
2018-01-22,"Facebook, Inc",185.37
2019-08-12,"Facebook, Inc",185.37
2020-06-03,MSFT,185.36
2020-02-14,MSFT,185.35
2019-05-22,"Facebook, Inc",185.32
2018-02-06,"Facebook, Inc",185.31
2019-05-17,"Facebook, Inc",185.3
2018-03-09,"Facebook, Inc",185.23
2018-08-08,"Facebook, Inc",185.18
2020-03-05,"Facebook, Inc",185.17
2019-08-07,"Facebook, Inc",185.15
2020-04-23,"Facebook, Inc",185.13
2018-03-16,"Facebook, Inc",185.09
2021-11-19,QCOM,185.0
2018-02-26,"Facebook, Inc",184.93
2018-05-25,"Facebook, Inc",184.92
2020-05-18,MSFT,184.91
2020-06-02,MSFT,184.91
